blockNumber,timeStamp,hash,nonce,blockHash,transactionIndex,from,to,value,gas,gasPrice,isError,txreceipt_status,contractAddress,gasUsed,tx_type,weiSpentOnGas
13245942,1631917799,0x920bd16f798096e1cf0f7502e3f3f2c9199fb1c8053cd4efb3acfdecc7093cb1,448,0x10a693c0a1230968628eec85077f443cbb196f80a54713733a8a30a6fa0516ec,89,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xc491599b9a20c3a2f0a85697ee6d9434efa9f503,0,490018,46871758793,0,1,,326679,transaction,1.5312019290738448e+16
13245954,1631917949,0x25d2a91258bdac5370be99ca1e108443e95ec624049b172289ac9d9cf72d789f,449,0xed6ed3c7d23e09c43ccbafeeb89d0acd1d03694d14fb82d31c9ef1daccd9da17,103,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x6570b0a1593a59ccb378fb0b01a753875fca99c4,0,42241,50057667099,0,1,,28161,transaction,1409673963174939.0
13245954,1631917949,0x5733b88dbccffb7b4bccbf98737f49c54d75dead78ea83b9ec8b9e0bda5ce9c9,450,0xed6ed3c7d23e09c43ccbafeeb89d0acd1d03694d14fb82d31c9ef1daccd9da17,110,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x5e10e27deae12877e23a68cc0d6f1b134b4d517a,0,42307,50057667099,0,1,,28205,transaction,1411876500527295.0
13247170,1631934129,0x80bfd8e795ac0d6934cfd9d3ce1b7702e8218d6d21e49fc02304b7a11ddc0a0b,451,0xbb3b15bd05d02401e2fead69152fe5e6f91d8e44166ab8ca1bca98ce110f09c6,43,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,12000000,84248766656,0,1,,11640861,transaction,9.807281820639309e+17
13249852,1631970821,0x6b03fac26f3febf54649b1ff340f5f5eeca33aff5f5fdb2de0fc1a2d2510b046,452,0xe2082b805c823453329a94f84ac093121a75754df58ceafc74b685bf1e99db6d,13,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,12000000,51920967705,0,1,,8774656,transaction,4.555886307984845e+17
13259053,1632092554,0x127f2c81062fec10c0ff304e4af1db66cd4c99bb7f91495670d2bc14145f6040,453,0xb6a86a9bcfdd805ca91b7a92271de7cb0a4745ca58a9d776a80e1805a3cb6de5,101,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,2000000,67219526820,0,1,,291563,transaction,1.959872689821966e+16
13259895,1632103725,0x86bce9f023746c7517d53ab57975854f11ee223d5ad7749f758ff0d1f3840bf1,454,0x566909f1a280b1a5e80d778559bc9af57fb3963e26c2a8862216ab6969dc9f57,139,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,1043914,61799183145,0,1,,615703,transaction,3.804994245992594e+16
13259909,1632103901,0x760da527b05eec34b89b301ef799db215d807aac23ffb697be3fc5046760f245,455,0x3dc636ab93ef179b09600a1a191fb3346d1eec59ef3f9f04cfc7e2e340d6636e,43,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,1190340,59417098569,0,1,,690764,transaction,4.104319267591672e+16
13259944,1632104337,0xbc9d76c3e229bd89e2a62afdf85e2e283e4b6e25f6425bf23cce2655d0fc9ae2,456,0x503763554661b841f37c6d71551620ee39a1f8724247e4d574f5d527ecd2c6c4,54,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,1069944,59999990192,0,1,,601194,transaction,3.607163410348925e+16
13259991,1632105069,0xab8bd61e76914342c97e3344a048ebfaa62cef5b2fc4572f6d732ccc16c799fb,457,0x1a4e7a437e2d772aac3f4a702d26c05c97ec9d6227509702e32044ead3ff6b42,22,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,1528953,78373549888,0,1,,967944,transaction,7.586120737279027e+16
13260019,1632105523,0x851001228ed119908696fcc4646d6cce7544144bcbb48f8322d7aaffc74cbf08,458,0x33758612da00cd950e0d454bef5bcfcd1a580adfc56b12e79c9f1a36a50207f6,104,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x29d23b73dd0ed729f516bb55622765af102f0e33,0,1043119,97663278068,0,1,,596951,transaction,5.830019150597067e+16
13265415,1632177785,0xdf2bd96398e42672feea5c71c496d722305379fb24b78cc447833243760b98e3,459,0xac7695216946f91c8099be31b4982ec92dc0fef6fa292a194035a7f312093cf9,218,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,59979894148,0,1,,273349,transaction,1.6395444085461652e+16
13266791,1632196390,0x84ee0b413e5c76e1a412427ecfa6af137fca74959d6c40ce2088b793952246f4,460,0xc7dfeb9a75aad99ad056c0fb7544c4205471da6a29c997e8a12fab1211069d49,38,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x92be6adb6a12da0ca607f9d87db2f9978cd6ec3e,10000000000000000,572022,67136527755,0,1,,457618,transaction,3.072288355818759e+16
13269737,1632235220,0xc7fd94951fd3e1678c0740cd49280ad67a0ca9daf9ea046705831cf0f42b5a32,461,0x5ba120f764bd27b1fe23ff318c57cd0d83c019ff392b646067f849bd03316b75,56,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,94042461590,0,1,,947980,transaction,8.91503727380882e+16
13278946,1632358996,0xf2fb6b0a085e9962cacb751a9ae55dc7d4164da9280cbf498c9814327c5575bd,462,0x3beb3d4b807ef87edd906600179a9c49ac97081208a0668600d07b1e9e0ae7e0,339,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x11111112542d85b3ef69ae05771c2dccff4faa26,50000000000000000,192638,56439043918,0,1,,182869,transaction,1.0320951522240742e+16
13278960,1632359154,0x59eb13fd9d3380b8cb776d7411bad3fd6068c0b82dc71d8ca3d4f402bd3f9751,463,0x51463adebe891c12a2bebfc1ba82f484c2b923ecbc677518857d09d69b14b463,147,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,683582,50233184333,0,1,,655044,transaction,3.2904945998225652e+16
13279008,1632359698,0x6e8de6b33000ed750116aaf44d82200ea18c6b49095d8af47895d4a4b0e4ae30,464,0xb7ab0940128a6c6dbab8f69c6af7244318c3a9fda1bd3f2ee76fcd87456bd4d6,66,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,10000000000000000,259461,48111706190,0,1,,189622,transaction,9123037951160180.0
13279014,1632359731,0x8491459ff0577508620cadcdd1a6b6a939049608fc425ee1d0c6bf3baa4fa00a,465,0x9feec3816a0890efdcf404b1b174818f6301dd1422ae24a8c4a82962783510ea,338,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,740837,41010572298,0,1,,710523,transaction,2.9138954860891856e+16
13279023,1632359907,0x90f38edf2d03100db22cc19a0fc212b1f3aece4f7a2696622ea84a935b4b71f7,466,0x3d03f11afb1c747d8554330dfabe7d57708b1cd5321ad3c5e6ed0abe49e72c58,89,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x269895a3df4d73b077fc823dd6da1b95f72aaf9b,0,70141,53204441204,0,1,,69737,transaction,3710318116243348.0
13279027,1632359958,0xdb555ca914aff718e8f1caa6fd3000af0fe0739eedf0b2550e2b322a22465b91,467,0xdcc4a1c11bd9b9078ea8fa634cbaf152f84b769392655f362cf89c5171d4d5fc,108,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x8461a004b50d321cb22b7d034969ce6803911899,0,600000,57723842927,1,0,,120106,transaction,6932979878590262.0
13279042,1632360147,0x2024ae5a5d57f8f662a17c53454f57db89a152e7dffb5d345b19dfb4d5e366bd,468,0x2e0c2b62141dfc976369e53c86fb65711d7c8b273b581c2e1f6aa3fd0c3af207,217,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x8461a004b50d321cb22b7d034969ce6803911899,0,555892,43457758484,0,1,,369183,transaction,1.6043865650398572e+16
13279051,1632360368,0xfb6a6a1ff17790c8414dfb8b6c1e9f97e74a8a52b1898b1073b6bc4da25564ca,469,0x6b016425111041bb8516c9be533d5580b270ac6ffedd7ddc68c14cfa8ea3e748,161,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x11111112542d85b3ef69ae05771c2dccff4faa26,20000000000000000,192223,63978113774,0,1,,182459,transaction,1.1673382661090266e+16
13283066,1632414457,0xca3cac3b7541724f84e238433899e15d846f8c7ee618c8d26d4664dc5d8835c0,470,0xb761e4ce044357863cb3bb908ae8b8302a163ecb9b1483e3531cd3a38d1eb87b,186,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x8461a004b50d321cb22b7d034969ce6803911899,0,264761,93754776538,0,1,,159682,transaction,1.4970950227140916e+16
13283566,1632421448,0x60f8243f71f90e261f3ef53f077cbe6e7774f1f997a8befa3f7b810ac6782efd,471,0x8d507173dd792f05c6415d2158517a3c20375855659d8afcf8ec72979490716e,43,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3500000,124333149464,0,1,,1538094,transaction,1.912360711916816e+17
13305747,1632717322,0x6066d48c64f2d3b5dd37bbd8cda8a87514d210dbbe45bb0337c8c1d0da329c45,472,0x13cbb4a5adbe5517df6f97c5cdf1f2fb0b1e07e0ebbac997ee87268d1649b77b,111,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,1086903,74145830795,0,1,,612324,transaction,4.540127169571758e+16
13305756,1632717486,0x2ee02ee44ed5e5ba90a38ec97259bf51a9cfab1fe9b6b9f93a932da44bb82f72,473,0x1aa54b3b4e7c651df43c15bc0d4cd93bde9585d888315d39e011d3feefeb334f,15,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x29d23b73dd0ed729f516bb55622765af102f0e33,0,1290972,83590215849,0,1,,767364,transaction,6.414412239475203e+16
13305774,1632717694,0x009092e93849ae417ed10bd61f1f084f21844ad0ea2da7ae602e17466073ba49,474,0x279fe785ea1ce48e969c3f9ae7e9a2f1c5e793493ad26e5706061b3353d66f24,26,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,1553962,63521974034,0,1,,929392,transaction,5.903681449140733e+16
13305778,1632717793,0x22e1c93f228609f07b37ca7a0e11bc0726db173f98996dab57fcaa716003e007,475,0xcdfde88e0cab8dcb5c190df125ae584f9edfb00e95891d292930688b32961a66,130,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,1044538,75830400839,0,1,,605642,transaction,4.592607562493364e+16
13305781,1632717894,0x95bc26262f299c0c05eebe0845cbd79e21951a463faa26a9e4d97b81ccb1c25e,476,0x79303a1ec522ed9b65028401c890f1015cb65966ec28c972d312d033ce748817,93,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,961230,93600481545,0,1,,550020,transaction,5.14821368593809e+16
13308113,1632750280,0x18ccd1808d4a5d4aec502513a78d06d55d0064405c4a9c10bca1eced6d637dc3,477,0x7f3636ee3834d87e982e59d768eaca05533829fcb44d98e776ad24bea41901c1,134,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,12000000,65247004045,0,1,,2343668,transaction,1.5291731547613706e+17
13324455,1632969543,0xc39c6cabb8248d3fb472ccf4533c6253fb4c4a8fd149aca5c26059928dca2aec,478,0xb3f3d565fe4e711eafbd2c31a0bc1635b19f9a2732338202f9827398bf63109e,387,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,1271826,74638091139,0,1,,768006,transaction,5.732250182329883e+16
13339982,1633179543,0xdcc6fc39872da2919f812ee21ca50e4f2e7ee60a11a1f2d98ebdd6366024dd73,479,0x81d03fc4703caa8e6971a6b0c823b64ac28d87502bd9af1d0999b001c46cdb9c,271,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,440188,42123363984,0,1,,256977,transaction,1.0824735706516368e+16
13339996,1633179721,0x32f6976afe460bd8449e377afb6761c18a03e025ad1fb29c1a4f4abf6845a72e,480,0xf4d36ec6af28d63dc45db2adb500c8ba9c93f30b5b5d77ff4cb8c67fc6714ec6,251,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,450450,43955783462,0,1,,263712,transaction,1.1591667568330944e+16
13339999,1633179768,0x2c5d78d6bdfac9dee5ed6f3b7d571fab0fd10574eb4e1860fb9bbebe1af47bf2,481,0x108fb3bc5f38e57af0d141f96d226100d59f91af405dc96a0949c201ce8d0bf9,70,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,800016,46385358843,0,1,,493114,transaction,2.2873269840507104e+16
13347884,1633286142,0xf20dd157fbcf7d8699ee0944be7c3496a239f68e641584473d299d03b82e7d25,482,0x9a27965ee6c74b5e8b2503066b9e86fc15126cb40572a2918067c53eb4bb9ceb,6,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,4000000,111980532371,0,1,,2544584,transaction,2.8494387098272867e+17
13348027,1633288102,0xc58f2b3e89f6a831740450a0da13cddfe3cbdfd7b56e09b42ff92309af7b3c78,483,0x4d49809b10146970a04c10d20710681f9c56f491ffc3148e9cbddc0378147a3e,321,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,,0,4321796,48870505413,0,1,0xaf6f42bfb29e90dfe51f2341ff1b1f99fd776a70,4321796,transaction,2.1120835481188176e+17
13348028,1633288117,0xf4e6b9a9233b071b2019be3baa509c20e143953a61d04cd0fcbc46ba96ad322f,484,0x061003c42a151503b7b2f20d6685c33edb77fec9b0412b86da186649d0c96df9,76,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,,0,3037345,54785290991,0,1,0x7f26cd6a19230c1531e9f9a3dff25d393f15ab64,3037345,transaction,1.6640182966505888e+17
13353896,1633367671,0x1dcb2555e08e1c41db6244bd51e7fa499ba8309dbcf86d41a13a1fb86b6597b7,485,0xd2d3f8be7ec906f6927318ef94ba9cab95dac9dd2d6c64c453fb4aa3e70cd967,29,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,4000000,74928930538,0,1,,1335043,transaction,1.0003334421224314e+17
13355076,1633383472,0xe23d940563b4c61089fb1686ca6e6d502c09f1daad62df25b126cdda30e11bcb,486,0xb218f025d3f7ef3850646182a97fc63400b5203a98641237143fe8aa60ce6354,225,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,12000000,66048228178,0,1,,1947731,transaction,1.2864418151736411e+17
13355082,1633383551,0xe2487269447d09dc212abadffa1609b7817b5d5a2b2868a9a157230acc5824dd,487,0xc39b5e53d8616ec82caa4f472efbc8deb850c3d1372e20db7117d1b8b70e1e00,249,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,1000000,84845189694,0,1,,95337,transaction,8088885849856878.0
13356402,1633401435,0x230c5e95678cf0fe5fd25a74ac16740ca827863ddcca56d0f7cdfbd98de8fcdc,488,0x5228a51aab23bc6508d5facaea4aef74d8a63c8cc84e5911c09345c234e35ebb,1,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,1012308,130654642871,0,1,,584072,transaction,7.631171857095072e+16
13356497,1633402726,0xe59deb5d4943f57fc18bd898b2f820e06ec2be86084c9b34231ee89868fae97e,489,0xb1818a59284732cc23a3adccdf93b2509df7ec0fd977b0edff36da2c938289c2,224,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,1000000,101333778678,0,1,,99156,transaction,1.0047852158595768e+16
13356503,1633402814,0xf97b9195abf13e169eed6de132057faf27c6594336a391321e7b99325feb6203,490,0xa17609afe68b0e21631db7ff6a46a7da6ff382a4414ff6c1aa6a020fd19e8781,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,1570707,102277822293,0,1,,950940,transaction,9.726007233130542e+16
13356632,1633404764,0xd2e2f1a0f8ca7fefc53d9cd121c3d9aa64b515e6d913d4e477ea52b2ea4683c4,491,0x61f4488edcd22cbaef5ececd9cef810971de50a468102f944d46df2587f74dd0,1,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x29d23b73dd0ed729f516bb55622765af102f0e33,0,1136289,93313998664,0,1,,655293,transaction,6.114801012652855e+16
13356642,1633404889,0x48f4fcd00627dd4b445441cfb0aa3bb7dff0805960d9cff3911c3c7b2ecacc42,492,0xa8303a154491ebaf93d78af24efe75f656f1045197b3f9c294a329fbeb532258,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,1132246,87824249810,0,1,,673760,transaction,5.91724665519856e+16
13356647,1633404925,0x0961491ede71abafc7f5a47243fbca49ae4005974e69e2ef64bbdb49c194751c,493,0xb02889a72d18e9300a8551168f6daa77c037d0279b0a3b929b28580dfcc5a3a5,3,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,1099731,84850534040,0,1,,631302,transaction,5.356631184052008e+16
13367418,1633550218,0x5932058e4140230451b94387794f5507127cab010572fa5cb23ef91c633194d4,494,0xcae91d092a660aadf0647e8fe8baa4ef8a2f9b6c23a9e2405b2d1b67be4e57dd,178,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,1000000,96097787993,0,1,,100429,transaction,9651004750348996.0
13375434,1633658402,0x8fb2cc3bc0afb5d0137c2a4f436cb8dcc9c4b216f8e63895f8a09b30e5c7d2df,495,0xe6e7f65be6d02d7a2d28418fe9e17caed3b85e53fad41b972a0c3e8d14f57373,0,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,99277049537,0,1,,1722497,transaction,1.710044199963339e+17
13378837,1633704766,0x5d233c395c96863264ab94db21b40badf4f7b660b6685e4c621559a4215201e2,496,0xf99c4f8e2c2d9c492e30150934dfe681d5dcaca94bb7603537dc3405fd39caac,20,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,144604963970,0,1,,1495903,transaction,2.163149994176149e+17
13381883,1633746146,0x456754284feb8e8a458905e6ce416d94e85dc4d3e26050250bd0c199c5a981ec,497,0x95cb18ec3be2e932c96249745d79d352f1d92fee5a564f793cca73e4d338d781,174,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,826072,75000000000,0,1,,510214,transaction,3.826605e+16
13381883,1633746146,0xc7adb002a699b20a48210c7134ec68792a0581e3cb0097a02487c3f55cef1988,498,0x95cb18ec3be2e932c96249745d79d352f1d92fee5a564f793cca73e4d338d781,177,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,450450,75000000000,0,1,,263712,transaction,1.97784e+16
13386231,1633805376,0x02ba4cf78b69ff4524c909d3ed360db115116f10d705798678c840b923b20436,499,0x9c1952bb3f292dc74134ea5067adea00deff8e9f316ef0326d6f3e9938fe3285,150,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,2000000,64400953587,0,1,,118330,transaction,7620564837949710.0
13386929,1633814592,0xebfb3965044acad1e6348533a5cd5cb4b64e664f7dd294587a4885b200a14513,500,0x2195db28e7a062be97b03755a084fffb880f7197b59a751d210a60bcb802061c,0,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,74778159448,0,1,,1611146,transaction,1.2047853248200741e+17
13392946,1633896451,0xb98de43dfab6855ee17e6a28db8196eb88b60e78496239ed063bb2dd790d5a3d,501,0x3d97d283910414314ff9f93f34faadf03ceed16337e2d898ed3c0c7045763d89,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,4000000,94477331911,0,1,,2169114,transaction,2.0493210333079686e+17
13397645,1633960234,0x0c4da4113109325a156c54e7f170685e8fb61194758ea836b47ec0da89061acd,502,0xcf39ddfa2d2f35c13a2edb93cd467a5cfd30080d9b83fb4eca7904aa531e5757,1,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,1061380,79345760730,0,1,,627347,transaction,4.977732495668331e+16
13397657,1633960367,0x3c7e8aa53e123db7a451f06f55b771d4fbb709e8652a363c77ff13279b6b9dc0,503,0xd1d702f9bb89b9d59880521c9cc0aabf8e0bd64f054371bd2e0e950a54e98afc,0,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,1076721,78391655405,0,1,,616202,transaction,4.830509484387181e+16
13397733,1633961350,0x161bdbf67809e2ba2deeae04e178a705eb58a31b568a41b6214b5d36d5b5f500,504,0xf3c025f3619fabe510e5c8595917f07634165c79ce14ac5357b24d0de4a041a4,3,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x29d23b73dd0ed729f516bb55622765af102f0e33,0,1336168,79033372747,0,1,,786464,transaction,6.215690246409661e+16
13397747,1633961463,0x8d3e787c7624a07cd825124a9ccafd57af1893a63f31371ea97e68cf79c9bccd,505,0xd973bcbb632d6448507c01b2a40c1f9b7f9f6f3ef38b00aedb18180d8fc91a7b,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,1583751,78356280722,0,1,,948940,transaction,7.435540902833469e+16
13398602,1633972725,0x10e82cd8306df262febf5b4579e94aed91a09c559f921f0a1f9e78b93b5d18b0,506,0x9ce584c80cdf3875ddcdb43e1f115f7ef15cc68f2b6f72caeb583b4b51a35dd8,0,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,2000000,220000000000,0,1,,1245203,transaction,2.7394466e+17
13404229,1634049827,0x7f1fd430189104b2cabd9114a0bdca77521983fed6acb2a397b22f6444f53eb4,507,0xd1febed0b70faa42fdf4ebb2d2a57c1460d2d37d796f9c77a0f01be02c44948b,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,1116690,121105524127,0,1,,642432,transaction,7.780206407595686e+16
13410085,1634129395,0x766a168897bf04c84e16899b1b4c2e91441f00bdf529ac7542b0501e5365cbc4,508,0x30501a9a0d2f496995c9cd5db6b569f6ffd7049e0af7c4175357bfc673bbeb01,57,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xbedf3cf16ba1fce6c3b751903cf77e51d51e05b8,0,342049,73892538770,0,1,,21000,transaction,1551743314170000.0
13410091,1634129447,0xad7cab3cc8e8d815c5ae7e62385e5c13f9bfbac4a8d317a54785c1f314cdf2ad,509,0xff23e14dbdc5f822919058c58d336b593182815fb854f573bab6afe53deb7d6a,61,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,466245,63670071455,0,1,,274077,transaction,1.7450502174172036e+16
13410299,1634132330,0x3b38b85bd39f86ab38753f7e10cd59002033de6f5df9c1a7ca5e32c71d8b80bc,510,0x88258a485c192fee855a3c63e38912e5ae3cb765f79a80bb895217e12035bd5b,162,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,800016,61505954237,0,1,,493114,transaction,3.0329447117624016e+16
13411145,1634143985,0x459e1d02e71802331af55287c8cf45a45616204d5b965c7ce1f613d617bb0081,511,0x668f475aff94ad2bd5caef75c209594a0831164ff05a23ca4262ec3d1af15b03,2,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,3000000,144859722934,0,1,,1296654,transaction,1.8783293918126285e+17
13411155,1634144112,0x7fb58cac997c7ae72df74606b09708a14166d25c1ba66a455a23110ac6ca5005,512,0xa6d61f6920d0351e93b9229c38491766d72b6cf259b0e7f6ac9e53140a54319f,207,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xbedf3cf16ba1fce6c3b751903cf77e51d51e05b8,0,21000,118366058986,0,1,,21000,transaction,2485687238706000.0
13435827,1634479139,0xa8470b4750e52818b52a6b67325368ea6f6d44eb35eeb25abcbfda39de90e705,513,0x65ac63d22895809d9229ca3153ec6350ae5b812d1c87082f3f8b1405968973f7,285,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,795748,57576763839,0,1,,495114,transaction,2.850706185138265e+16
13435827,1634479139,0xfe480c7e43b56e4c66884e7b492c211d5ae75c7b30561bc1a1dce22a19dbef98,514,0x65ac63d22895809d9229ca3153ec6350ae5b812d1c87082f3f8b1405968973f7,286,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,450450,57576763839,0,1,,263712,transaction,1.5183683545510368e+16
13435830,1634479175,0x0dee62157eb14922bd32c5acb5a546eaa97faac124343b2f6891f3a955665a27,515,0x646554e5e885be1265ef1141d092a2a3df515c46c18b15aed9ff9e14f5f45236,137,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,424245,57675569645,0,1,,250530,transaction,1.444946046316185e+16
